ID Pregunta,ID Tema,Tema,ID SubTema,Subtema,n Pregunta,Pregunta,ID Respuesta,n Respuesta,Es Correcta,Descripcio,Comentaris
PN1204,8,Tecnología,41,Robótica,2,¿Qué río es el más largo de Robótica?,RN12042,2,no,Nilo,Explicación: esta respuesta es incorrecta.
PN1204,8,Tecnología,41,Robótica,2,¿Qué río es el más largo de Robótica?,RN12043,3,no,Misisipi,Explicación: esta respuesta es incorrecta.
PN1204,8,Tecnología,41,Robótica,2,¿Qué río es el más largo de Robótica?,RN12044,4,no,Yangtsé,Explicación: esta respuesta es incorrecta.
PN1205,8,Tecnología,41,Robótica,3,¿Cuál es la montaña más alta en Robótica?,RN12051,1,sí,Respuesta A,Explicación: esta es la respuesta correcta.
PN1205,8,Tecnología,41,Robótica,3,¿Cuál es la montaña más alta en Robótica?,RN12052,2,no,Respuesta B,Explicación: esta respuesta es incorrecta.
PN1205,8,Tecnología,41,Robótica,3,¿Cuál es la montaña más alta en Robótica?,RN12053,3,no,Respuesta C,Explicación: esta respuesta es incorrecta.
PN1205,8,Tecnología,41,Robótica,3,¿Cuál es la montaña más alta en Robótica?,RN12054,4,no,Respuesta D,Explicación: esta respuesta es incorrecta.
PN1206,8,Tecnología,41,Robótica,4,¿En qué época ocurrió la guerra en Robótica?,RN12061,1,no,Respuesta A,Explicación: esta respuesta es incorrecta.
PN1206,8,Tecnología,41,Robótica,4,¿En qué época ocurrió la guerra en Robótica?,RN12062,2,no,Respuesta B,Explicación: esta respuesta es incorrecta.
PN1206,8,Tecnología,41,Robótica,4,¿En qué época ocurrió la guerra en Robótica?,RN12063,3,no,Respuesta C,Explicación: esta respuesta es incorrecta.
PN1206,8,Tecnología,41,Robótica,4,¿En qué época ocurrió la guerra en Robótica?,RN12064,4,sí,Respuesta D,Explicación: esta es la respuesta correcta.
PN1207,8,Tecnología,42,Inteligencia Artificial,1,¿Cuál es la capital de Inteligencia Artificial?,RN12071,1,sí,Madrid,Explicación: esta es la respuesta correcta.
PN1207,8,Tecnología,42,Inteligencia Artificial,1,¿Cuál es la capital de Inteligencia Artificial?,RN12072,2,no,Paris,Explicación: esta respuesta es incorrecta.
PN1207,8,Tecnología,42,Inteligencia Artificial,1,¿Cuál es la capital de Inteligencia Artificial?,RN12073,3,no,London,Explicación: esta respuesta es incorrecta.
PN1207,8,Tecnología,42,Inteligencia Artificial,1,¿Cuál es la capital de Inteligencia Artificial?,RN12074,4,no,Berlin,Explicación: esta respuesta es incorrecta.
PN1208,8,Tecnología,42,Inteligencia Artificial,2,¿Qué río es el más largo de Inteligencia Artificial?,RN12081,1,sí,Amazonas,Explicación: esta es la respuesta correcta.
PN1208,8,Tecnología,42,Inteligencia Artificial,2,¿Qué río es el más largo de Inteligencia Artificial?,RN12082,2,no,Nilo,Explicación: esta respuesta es incorrecta.
PN1208,8,Tecnología,42,Inteligencia Artificial,2,¿Qué río es el más largo de Inteligencia Artificial?,RN12083,3,no,Misisipi,Explicación: esta respuesta es incorrecta.
PN1208,8,Tecnología,42,Inteligencia Artificial,2,¿Qué río es el más largo de Inteligencia Artificial?,RN12084,4,no,Yangtsé,Explicación: esta respuesta es incorrecta.
PN1209,8,Tecnología,42,Inteligencia Artificial,3,¿Cuál es la montaña más alta en Inteligencia Artificial?,RN12091,1,sí,Respuesta A,Explicación: esta es la respuesta correcta.
PN1209,8,Tecnología,42,Inteligencia Artificial,3,¿Cuál es la montaña más alta en Inteligencia Artificial?,RN12092,2,no,Respuesta B,Explicación: esta respuesta es incorrecta.
PN1209,8,Tecnología,42,Inteligencia Artificial,3,¿Cuál es la montaña más alta en Inteligencia Artificial?,RN12093,3,no,Respuesta C,Explicación: esta respuesta es incorrecta.
PN1209,8,Tecnología,42,Inteligencia Artificial,3,¿Cuál es la montaña más alta en Inteligencia Artificial?,RN12094,4,no,Respuesta D,Explicación: esta respuesta es incorrecta.
PN1210,8,Tecnología,42,Inteligencia Artificial,4,¿En qué época ocurrió la guerra en Inteligencia Artificial?,RN12101,1,no,Respuesta A,Explicación: esta respuesta es incorrecta.
PN1210,8,Tecnología,42,Inteligencia Artificial,4,¿En qué época ocurrió la guerra en Inteligencia Artificial?,RN12102,2,no,Respuesta B,Explicación: esta respuesta es incorrecta.
PN1210,8,Tecnología,42,Inteligencia Artificial,4,¿En qué época ocurrió la guerra en Inteligencia Artificial?,RN12103,3,no,Respuesta C,Explicación: esta respuesta es incorrecta.
PN1210,8,Tecnología,42,Inteligencia Artificial,4,¿En qué época ocurrió la guerra en Inteligencia Artificial?,RN12104,4,sí,Respuesta D,Explicación: esta es la respuesta correcta.
PN1211,9,Filosofía,43,Ética,1,¿Cuál es la capital de Ética?,RN12111,1,sí,Madrid,Explicación: esta es la respuesta correcta.
PN1211,9,Filosofía,43,Ética,1,¿Cuál es la capital de Ética?,RN12112,2,no,Paris,Explicación: esta respuesta es incorrecta.
PN1211,9,Filosofía,43,Ética,1,¿Cuál es la capital de Ética?,RN12113,3,no,London,Explicación: esta respuesta es incorrecta.
PN1211,9,Filosofía,43,Ética,1,¿Cuál es la capital de Ética?,RN12114,4,no,Berlin,Explicación: esta respuesta es incorrecta.
PN1212,9,Filosofía,43,Ética,2,¿Qué río es el más largo de Ética?,RN12121,1,sí,Amazonas,Explicación: esta es la respuesta correcta.
PN1212,9,Filosofía,43,Ética,2,¿Qué río es el más largo de Ética?,RN12122,2,no,Nilo,Explicación: esta respuesta es incorrecta.
PN1212,9,Filosofía,43,Ética,2,¿Qué río es el más largo de Ética?,RN12123,3,no,Misisipi,Explicación: esta respuesta es incorrecta.
PN1212,9,Filosofía,43,Ética,2,¿Qué río es el más largo de Ética?,RN12124,4,no,Yangtsé,Explicación: esta respuesta es incorrecta.
PN1213,9,Filosofía,43,Ética,3,¿Cuál es la montaña más alta en Ética?,RN12131,1,sí,Respuesta A,Explicación: esta es la respuesta correcta.
PN1213,9,Filosofía,43,Ética,3,¿Cuál es la montaña más alta en Ética?,RN12132,2,no,Respuesta B,Explicación: esta respuesta es incorrecta.
PN1213,9,Filosofía,43,Ética,3,¿Cuál es la montaña más alta en Ética?,RN12133,3,no,Respuesta C,Explicación: esta respuesta es incorrecta.
PN1213,9,Filosofía,43,Ética,3,¿Cuál es la montaña más alta en Ética?,RN12134,4,no,Respuesta D,Explicación: esta respuesta es incorrecta.
PN1214,9,Filosofía,43,Ética,4,¿En qué época ocurrió la guerra en Ética?,RN12141,1,no,Respuesta A,Explicación: esta respuesta es incorrecta.
PN1214,9,Filosofía,43,Ética,4,¿En qué época ocurrió la guerra en Ética?,RN12142,2,no,Respuesta B,Explicación: esta respuesta es incorrecta.
PN1214,9,Filosofía,43,Ética,4,¿En qué época ocurrió la guerra en Ética?,RN12143,3,no,Respuesta C,Explicación: esta respuesta es incorrecta.
PN1214,9,Filosofía,43,Ética,4,¿En qué época ocurrió la guerra en Ética?,RN12144,4,sí,Respuesta D,Explicación: esta es la respuesta correcta.
PN1215,9,Filosofía,44,Metafísica,1,¿Cuál es la capital de Metafísica?,RN12151,1,sí,Madrid,Explicación: esta es la respuesta correcta.
PN1215,9,Filosofía,44,Metafísica,1,¿Cuál es la capital de Metafísica?,RN12152,2,no,Paris,Explicación: esta respuesta es incorrecta.
PN1215,9,Filosofía,44,Metafísica,1,¿Cuál es la capital de Metafísica?,RN12153,3,no,London,Explicación: esta respuesta es incorrecta.
PN1215,9,Filosofía,44,Metafísica,1,¿Cuál es la capital de Metafísica?,RN12154,4,no,Berlin,Explicación: esta respuesta es incorrecta.
PN1216,9,Filosofía,44,Metafísica,2,¿Qué río es el más largo de Metafísica?,RN12161,1,sí,Amazonas,Explicación: esta es la respuesta correcta.
PN1216,9,Filosofía,44,Metafísica,2,¿Qué río es el más largo de Metafísica?,RN12162,2,no,Nilo,Explicación: esta respuesta es incorrecta.
PN1216,9,Filosofía,44,Metafísica,2,¿Qué río es el más largo de Metafísica?,RN12163,3,no,Misisipi,Explicación: esta respuesta es incorrecta.
PN1216,9,Filosofía,44,Metafísica,2,¿Qué río es el más largo de Metafísica?,RN12164,4,no,Yangtsé,Explicación: esta respuesta es incorrecta.
PN1217,9,Filosofía,44,Metafísica,3,¿Cuál es la montaña más alta en Metafísica?,RN12171,1,sí,Respuesta A,Explicación: esta es la respuesta correcta.
PN1217,9,Filosofía,44,Metafísica,3,¿Cuál es la montaña más alta en Metafísica?,RN12172,2,no,Respuesta B,Explicación: esta respuesta es incorrecta.
PN1217,9,Filosofía,44,Metafísica,3,¿Cuál es la montaña más alta en Metafísica?,RN12173,3,no,Respuesta C,Explicación: esta respuesta es incorrecta.
PN1217,9,Filosofía,44,Metafísica,3,¿Cuál es la montaña más alta en Metafísica?,RN12174,4,no,Respuesta D,Explicación: esta respuesta es incorrecta.
PN1218,9,Filosofía,44,Metafísica,4,¿En qué época ocurrió la guerra en Metafísica?,RN12181,1,no,Respuesta A,Explicación: esta respuesta es incorrecta.
PN1218,9,Filosofía,44,Metafísica,4,¿En qué época ocurrió la guerra en Metafísica?,RN12182,2,no,Respuesta B,Explicación: esta respuesta es incorrecta.
PN1218,9,Filosofía,44,Metafísica,4,¿En qué época ocurrió la guerra en Metafísica?,RN12183,3,no,Respuesta C,Explicación: esta respuesta es incorrecta.
PN1218,9,Filosofía,44,Metafísica,4,¿En qué época ocurrió la guerra en Metafísica?,RN12184,4,sí,Respuesta D,Explicación: esta es la respuesta correcta.
PN1219,9,Filosofía,45,Epistemología,1,¿Cuál es la capital de Epistemología?,RN12191,1,sí,Madrid,Explicación: esta es la respuesta correcta.
PN1219,9,Filosofía,45,Epistemología,1,¿Cuál es la capital de Epistemología?,RN12192,2,no,Paris,Explicación: esta respuesta es incorrecta.
PN1219,9,Filosofía,45,Epistemología,1,¿Cuál es la capital de Epistemología?,RN12193,3,no,London,Explicación: esta respuesta es incorrecta.
PN1219,9,Filosofía,45,Epistemología,1,¿Cuál es la capital de Epistemología?,RN12194,4,no,Berlin,Explicación: esta respuesta es incorrecta.
PN1220,9,Filosofía,45,Epistemología,2,¿Qué río es el más largo de Epistemología?,RN12201,1,sí,Amazonas,Explicación: esta es la respuesta correcta.
PN1220,9,Filosofía,45,Epistemología,2,¿Qué río es el más largo de Epistemología?,RN12202,2,no,Nilo,Explicación: esta respuesta es incorrecta.
PN1220,9,Filosofía,45,Epistemología,2,¿Qué río es el más largo de Epistemología?,RN12203,3,no,Misisipi,Explicación: esta respuesta es incorrecta.
PN1220,9,Filosofía,45,Epistemología,2,¿Qué río es el más largo de Epistemología?,RN12204,4,no,Yangtsé,Explicación: esta respuesta es incorrecta.
PN1221,9,Filosofía,45,Epistemología,3,¿Cuál es la montaña más alta en Epistemología?,RN12211,1,sí,Respuesta A,Explicación: esta es la respuesta correcta.
PN1221,9,Filosofía,45,Epistemología,3,¿Cuál es la montaña más alta en Epistemología?,RN12212,2,no,Respuesta B,Explicación: esta respuesta es incorrecta.
PN1221,9,Filosofía,45,Epistemología,3,¿Cuál es la montaña más alta en Epistemología?,RN12213,3,no,Respuesta C,Explicación: esta respuesta es incorrecta.
PN1221,9,Filosofía,45,Epistemología,3,¿Cuál es la montaña más alta en Epistemología?,RN12214,4,no,Respuesta D,Explicación: esta respuesta es incorrecta.
PN1222,9,Filosofía,45,Epistemología,4,¿En qué época ocurrió la guerra en Epistemología?,RN12221,1,no,Respuesta A,Explicación: esta respuesta es incorrecta.
PN1222,9,Filosofía,45,Epistemología,4,¿En qué época ocurrió la guerra en Epistemología?,RN12222,2,no,Respuesta B,Explicación: esta respuesta es incorrecta.
PN1222,9,Filosofía,45,Epistemología,4,¿En qué época ocurrió la guerra en Epistemología?,RN12223,3,no,Respuesta C,Explicación: esta respuesta es incorrecta.
PN1222,9,Filosofía,45,Epistemología,4,¿En qué época ocurrió la guerra en Epistemología?,RN12224,4,sí,Respuesta D,Explicación: esta es la respuesta correcta.
PN1223,10,Economía,46,Microeconomía,1,¿Cuál es la capital de Microeconomía?,RN12231,1,sí,Madrid,Explicación: esta es la respuesta correcta.
PN1223,10,Economía,46,Microeconomía,1,¿Cuál es la capital de Microeconomía?,RN12232,2,no,Paris,Explicación: esta respuesta es incorrecta.
PN1223,10,Economía,46,Microeconomía,1,¿Cuál es la capital de Microeconomía?,RN12233,3,no,London,Explicación: esta respuesta es incorrecta.
PN1223,10,Economía,46,Microeconomía,1,¿Cuál es la capital de Microeconomía?,RN12234,4,no,Berlin,Explicación: esta respuesta es incorrecta.
PN1224,10,Economía,46,Microeconomía,2,¿Qué río es el más largo de Microeconomía?,RN12241,1,sí,Amazonas,Explicación: esta es la respuesta correcta.
PN1224,10,Economía,46,Microeconomía,2,¿Qué río es el más largo de Microeconomía?,RN12242,2,no,Nilo,Explicación: esta respuesta es incorrecta.
PN1224,10,Economía,46,Microeconomía,2,¿Qué río es el más largo de Microeconomía?,RN12243,3,no,Misisipi,Explicación: esta respuesta es incorrecta.
PN1224,10,Economía,46,Microeconomía,2,¿Qué río es el más largo de Microeconomía?,RN12244,4,no,Yangtsé,Explicación: esta respuesta es incorrecta.
PN1225,10,Economía,46,Microeconomía,3,¿Cuál es la montaña más alta en Microeconomía?,RN12251,1,sí,Respuesta A,Explicación: esta es la respuesta correcta.
PN1225,10,Economía,46,Microeconomía,3,¿Cuál es la montaña más alta en Microeconomía?,RN12252,2,no,Respuesta B,Explicación: esta respuesta es incorrecta.
PN1225,10,Economía,46,Microeconomía,3,¿Cuál es la montaña más alta en Microeconomía?,RN12253,3,no,Respuesta C,Explicación: esta respuesta es incorrecta.
PN1225,10,Economía,46,Microeconomía,3,¿Cuál es la montaña más alta en Microeconomía?,RN12254,4,no,Respuesta D,Explicación: esta respuesta es incorrecta.
PN1226,10,Economía,46,Microeconomía,4,¿En qué época ocurrió la guerra en Microeconomía?,RN12261,1,no,Respuesta A,Explicación: esta respuesta es incorrecta.
PN1226,10,Economía,46,Microeconomía,4,¿En qué época ocurrió la guerra en Microeconomía?,RN12262,2,no,Respuesta B,Explicación: esta respuesta es incorrecta.
PN1226,10,Economía,46,Microeconomía,4,¿En qué época ocurrió la guerra en Microeconomía?,RN12263,3,no,Respuesta C,Explicación: esta respuesta es incorrecta.
PN1226,10,Economía,46,Microeconomía,4,¿En qué época ocurrió la guerra en Microeconomía?,RN12264,4,sí,Respuesta D,Explicación: esta es la respuesta correcta.
PN1227,10,Economía,47,Macroeconomía,1,¿Cuál es la capital de Macroeconomía?,RN12271,1,sí,Madrid,Explicación: esta es la respuesta correcta.
PN1227,10,Economía,47,Macroeconomía,1,¿Cuál es la capital de Macroeconomía?,RN12272,2,no,Paris,Explicación: esta respuesta es incorrecta.
PN1227,10,Economía,47,Macroeconomía,1,¿Cuál es la capital de Macroeconomía?,RN12273,3,no,London,Explicación: esta respuesta es incorrecta.
PN1227,10,Economía,47,Macroeconomía,1,¿Cuál es la capital de Macroeconomía?,RN12274,4,no,Berlin,Explicación: esta respuesta es incorrecta.
PN1228,10,Economía,47,Macroeconomía,2,¿Qué río es el más largo de Macroeconomía?,RN12281,1,sí,Amazonas,Explicación: esta es la respuesta correcta.
PN1228,10,Economía,47,Macroeconomía,2,¿Qué río es el más largo de Macroeconomía?,RN12282,2,no,Nilo,Explicación: esta respuesta es incorrecta.
PN1228,10,Economía,47,Macroeconomía,2,¿Qué río es el más largo de Macroeconomía?,RN12283,3,no,Misisipi,Explicación: esta respuesta es incorrecta.
PN1228,10,Economía,47,Macroeconomía,2,¿Qué río es el más largo de Macroeconomía?,RN12284,4,no,Yangtsé,Explicación: esta respuesta es incorrecta.
PN1229,10,Economía,47,Macroeconomía,3,¿Cuál es la montaña más alta en Macroeconomía?,RN12291,1,sí,Respuesta A,Explicación: esta es la respuesta correcta.
PN1229,10,Economía,47,Macroeconomía,3,¿Cuál es la montaña más alta en Macroeconomía?,RN12292,2,no,Respuesta B,Explicación: esta respuesta es incorrecta.
PN1229,10,Economía,47,Macroeconomía,3,¿Cuál es la montaña más alta en Macroeconomía?,RN12293,3,no,Respuesta C,Explicación: esta respuesta es incorrecta.
PN1229,10,Economía,47,Macroeconomía,3,¿Cuál es la montaña más alta en Macroeconomía?,RN12294,4,no,Respuesta D,Explicación: esta respuesta es incorrecta.
PN1230,10,Economía,47,Macroeconomía,4,¿En qué época ocurrió la guerra en Macroeconomía?,RN12301,1,no,Respuesta A,Explicación: esta respuesta es incorrecta.
PN1230,10,Economía,47,Macroeconomía,4,¿En qué época ocurrió la guerra en Macroeconomía?,RN12302,2,no,Respuesta B,Explicación: esta respuesta es incorrecta.
PN1230,10,Economía,47,Macroeconomía,4,¿En qué época ocurrió la guerra en Macroeconomía?,RN12303,3,no,Respuesta C,Explicación: esta respuesta es incorrecta.
PN1230,10,Economía,47,Macroeconomía,4,¿En qué época ocurrió la guerra en Macroeconomía?,RN12304,4,sí,Respuesta D,Explicación: esta es la respuesta correcta.
PN1231,10,Economía,48,Economía Internacional,1,¿Cuál es la capital de Economía Internacional?,RN12311,1,sí,Madrid,Explicación: esta es la respuesta correcta.
PN1231,10,Economía,48,Economía Internacional,1,¿Cuál es la capital de Economía Internacional?,RN12312,2,no,Paris,Explicación: esta respuesta es incorrecta.
PN1231,10,Economía,48,Economía Internacional,1,¿Cuál es la capital de Economía Internacional?,RN12313,3,no,London,Explicación: esta respuesta es incorrecta.
PN1231,10,Economía,48,Economía Internacional,1,¿Cuál es la capital de Economía Internacional?,RN12314,4,no,Berlin,Explicación: esta respuesta es incorrecta.
PN1232,10,Economía,48,Economía Internacional,2,¿Qué río es el más largo de Economía Internacional?,RN12321,1,sí,Amazonas,Explicación: esta es la respuesta correcta.
PN1232,10,Economía,48,Economía Internacional,2,¿Qué río es el más largo de Economía Internacional?,RN12322,2,no,Nilo,Explicación: esta respuesta es incorrecta.
PN1232,10,Economía,48,Economía Internacional,2,¿Qué río es el más largo de Economía Internacional?,RN12323,3,no,Misisipi,Explicación: esta respuesta es incorrecta.
PN1232,10,Economía,48,Economía Internacional,2,¿Qué río es el más largo de Economía Internacional?,RN12324,4,no,Yangtsé,Explicación: esta respuesta es incorrecta.
PN1233,10,Economía,48,Economía Internacional,3,¿Cuál es la montaña más alta en Economía Internacional?,RN12331,1,sí,Respuesta A,Explicación: esta es la respuesta correcta.
PN1233,10,Economía,48,Economía Internacional,3,¿Cuál es la montaña más alta en Economía Internacional?,RN12332,2,no,Respuesta B,Explicación: esta respuesta es incorrecta.
PN1233,10,Economía,48,Economía Internacional,3,¿Cuál es la montaña más alta en Economía Internacional?,RN12333,3,no,Respuesta C,Explicación: esta respuesta es incorrecta.
PN1233,10,Economía,48,Economía Internacional,3,¿Cuál es la montaña más alta en Economía Internacional?,RN12334,4,no,Respuesta D,Explicación: esta respuesta es incorrecta.
PN1234,10,Economía,48,Economía Internacional,4,¿En qué época ocurrió la guerra en Economía Internacional?,RN12341,1,no,Respuesta A,Explicación: esta respuesta es incorrecta.
PN1234,10,Economía,48,Economía Internacional,4,¿En qué época ocurrió la guerra en Economía Internacional?,RN12342,2,no,Respuesta B,Explicación: esta respuesta es incorrecta.
PN1234,10,Economía,48,Economía Internacional,4,¿En qué época ocurrió la guerra en Economía Internacional?,RN12343,3,no,Respuesta C,Explicación: esta respuesta es incorrecta.
PN1234,10,Economía,48,Economía Internacional,4,¿En qué época ocurrió la guerra en Economía Internacional?,RN12344,4,sí,Respuesta D,Explicación: esta es la respuesta correcta.
PN1235,11,Psicología,49,Psicoanálisis,1,¿Cuál es la capital de Psicoanálisis?,RN12351,1,sí,Madrid,Explicación: esta es la respuesta correcta.
PN1235,11,Psicología,49,Psicoanálisis,1,¿Cuál es la capital de Psicoanálisis?,RN12352,2,no,Paris,Explicación: esta respuesta es incorrecta.
PN1235,11,Psicología,49,Psicoanálisis,1,¿Cuál es la capital de Psicoanálisis?,RN12353,3,no,London,Explicación: esta respuesta es incorrecta.
PN1235,11,Psicología,49,Psicoanálisis,1,¿Cuál es la capital de Psicoanálisis?,RN12354,4,no,Berlin,Explicación: esta respuesta es incorrecta.
PN1236,11,Psicología,49,Psicoanálisis,2,¿Qué río es el más largo de Psicoanálisis?,RN12361,1,sí,Amazonas,Explicación: esta es la respuesta correcta.
PN1236,11,Psicología,49,Psicoanálisis,2,¿Qué río es el más largo de Psicoanálisis?,RN12362,2,no,Nilo,Explicación: esta respuesta es incorrecta.
PN1236,11,Psicología,49,Psicoanálisis,2,¿Qué río es el más largo de Psicoanálisis?,RN12363,3,no,Misisipi,Explicación: esta respuesta es incorrecta.
PN1236,11,Psicología,49,Psicoanálisis,2,¿Qué río es el más largo de Psicoanálisis?,RN12364,4,no,Yangtsé,Explicación: esta respuesta es incorrecta.
PN1237,11,Psicología,49,Psicoanálisis,3,¿Cuál es la montaña más alta en Psicoanálisis?,RN12371,1,sí,Respuesta A,Explicación: esta es la respuesta correcta.
PN1237,11,Psicología,49,Psicoanálisis,3,¿Cuál es la montaña más alta en Psicoanálisis?,RN12372,2,no,Respuesta B,Explicación: esta respuesta es incorrecta.
PN1237,11,Psicología,49,Psicoanálisis,3,¿Cuál es la montaña más alta en Psicoanálisis?,RN12373,3,no,Respuesta C,Explicación: esta respuesta es incorrecta.
PN1237,11,Psicología,49,Psicoanálisis,3,¿Cuál es la montaña más alta en Psicoanálisis?,RN12374,4,no,Respuesta D,Explicación: esta respuesta es incorrecta.
PN1238,11,Psicología,49,Psicoanálisis,4,¿En qué época ocurrió la guerra en Psicoanálisis?,RN12381,1,no,Respuesta A,Explicación: esta respuesta es incorrecta.
PN1238,11,Psicología,49,Psicoanálisis,4,¿En qué época ocurrió la guerra en Psicoanálisis?,RN12382,2,no,Respuesta B,Explicación: esta respuesta es incorrecta.
PN1238,11,Psicología,49,Psicoanálisis,4,¿En qué época ocurrió la guerra en Psicoanálisis?,RN12383,3,no,Respuesta C,Explicación: esta respuesta es incorrecta.
PN1238,11,Psicología,49,Psicoanálisis,4,¿En qué época ocurrió la guerra en Psicoanálisis?,RN12384,4,sí,Respuesta D,Explicación: esta es la respuesta correcta.
PN1239,11,Psicología,50,Conductismo,1,¿Cuál es la capital de Conductismo?,RN12391,1,sí,Madrid,Explicación: esta es la respuesta correcta.
PN1239,11,Psicología,50,Conductismo,1,¿Cuál es la capital de Conductismo?,RN12392,2,no,Paris,Explicación: esta respuesta es incorrecta.
PN1239,11,Psicología,50,Conductismo,1,¿Cuál es la capital de Conductismo?,RN12393,3,no,London,Explicación: esta respuesta es incorrecta.
PN1239,11,Psicología,50,Conductismo,1,¿Cuál es la capital de Conductismo?,RN12394,4,no,Berlin,Explicación: esta respuesta es incorrecta.
PN1240,11,Psicología,50,Conductismo,2,¿Qué río es el más largo de Conductismo?,RN12401,1,sí,Amazonas,Explicación: esta es la respuesta correcta.
PN1240,11,Psicología,50,Conductismo,2,¿Qué río es el más largo de Conductismo?,RN12402,2,no,Nilo,Explicación: esta respuesta es incorrecta.
PN1240,11,Psicología,50,Conductismo,2,¿Qué río es el más largo de Conductismo?,RN12403,3,no,Misisipi,Explicación: esta respuesta es incorrecta.
PN1240,11,Psicología,50,Conductismo,2,¿Qué río es el más largo de Conductismo?,RN12404,4,no,Yangtsé,Explicación: esta respuesta es incorrecta.
PN1241,11,Psicología,50,Conductismo,3,¿Cuál es la montaña más alta en Conductismo?,RN12411,1,sí,Respuesta A,Explicación: esta es la respuesta correcta.
PN1241,11,Psicología,50,Conductismo,3,¿Cuál es la montaña más alta en Conductismo?,RN12412,2,no,Respuesta B,Explicación: esta respuesta es incorrecta.
PN1241,11,Psicología,50,Conductismo,3,¿Cuál es la montaña más alta en Conductismo?,RN12413,3,no,Respuesta C,Explicación: esta respuesta es incorrecta.
PN1241,11,Psicología,50,Conductismo,3,¿Cuál es la montaña más alta en Conductismo?,RN12414,4,no,Respuesta D,Explicación: esta respuesta es incorrecta.
PN1242,11,Psicología,50,Conductismo,4,¿En qué época ocurrió la guerra en Conductismo?,RN12421,1,no,Respuesta A,Explicación: esta respuesta es incorrecta.
PN1242,11,Psicología,50,Conductismo,4,¿En qué época ocurrió la guerra en Conductismo?,RN12422,2,no,Respuesta B,Explicación: esta respuesta es incorrecta.
PN1242,11,Psicología,50,Conductismo,4,¿En qué época ocurrió la guerra en Conductismo?,RN12423,3,no,Respuesta C,Explicación: esta respuesta es incorrecta.
PN1242,11,Psicología,50,Conductismo,4,¿En qué época ocurrió la guerra en Conductismo?,RN12424,4,sí,Respuesta D,Explicación: esta es la respuesta correcta.
PN1243,11,Psicología,51,Cognitiva,1,¿Cuál es la capital de Cognitiva?,RN12431,1,sí,Madrid,Explicación: esta es la respuesta correcta.
PN1243,11,Psicología,51,Cognitiva,1,¿Cuál es la capital de Cognitiva?,RN12432,2,no,Paris,Explicación: esta respuesta es incorrecta.
PN1243,11,Psicología,51,Cognitiva,1,¿Cuál es la capital de Cognitiva?,RN12433,3,no,London,Explicación: esta respuesta es incorrecta.
PN1243,11,Psicología,51,Cognitiva,1,¿Cuál es la capital de Cognitiva?,RN12434,4,no,Berlin,Explicación: esta respuesta es incorrecta.
PN1244,11,Psicología,51,Cognitiva,2,¿Qué río es el más largo de Cognitiva?,RN12441,1,sí,Amazonas,Explicación: esta es la respuesta correcta.
PN1244,11,Psicología,51,Cognitiva,2,¿Qué río es el más largo de Cognitiva?,RN12442,2,no,Nilo,Explicación: esta respuesta es incorrecta.
PN1244,11,Psicología,51,Cognitiva,2,¿Qué río es el más largo de Cognitiva?,RN12443,3,no,Misisipi,Explicación: esta respuesta es incorrecta.
PN1244,11,Psicología,51,Cognitiva,2,¿Qué río es el más largo de Cognitiva?,RN12444,4,no,Yangtsé,Explicación: esta respuesta es incorrecta.
PN1245,11,Psicología,51,Cognitiva,3,¿Cuál es la montaña más alta en Cognitiva?,RN12451,1,sí,Respuesta A,Explicación: esta es la respuesta correcta.
PN1245,11,Psicología,51,Cognitiva,3,¿Cuál es la montaña más alta en Cognitiva?,RN12452,2,no,Respuesta B,Explicación: esta respuesta es incorrecta.
PN1245,11,Psicología,51,Cognitiva,3,¿Cuál es la montaña más alta en Cognitiva?,RN12453,3,no,Respuesta C,Explicación: esta respuesta es incorrecta.
PN1245,11,Psicología,51,Cognitiva,3,¿Cuál es la montaña más alta en Cognitiva?,RN12454,4,no,Respuesta D,Explicación: esta respuesta es incorrecta.
PN1246,11,Psicología,51,Cognitiva,4,¿En qué época ocurrió la guerra en Cognitiva?,RN12461,1,no,Respuesta A,Explicación: esta respuesta es incorrecta.
PN1246,11,Psicología,51,Cognitiva,4,¿En qué época ocurrió la guerra en Cognitiva?,RN12462,2,no,Respuesta B,Explicación: esta respuesta es incorrecta.
PN1246,11,Psicología,51,Cognitiva,4,¿En qué época ocurrió la guerra en Cognitiva?,RN12463,3,no,Respuesta C,Explicación: esta respuesta es incorrecta.
PN1246,11,Psicología,51,Cognitiva,4,¿En qué época ocurrió la guerra en Cognitiva?,RN12464,4,sí,Respuesta D,Explicación: esta es la respuesta correcta.
PN1247,12,Sociología,52,Estructura Social,1,¿Cuál es la capital de Estructura Social?,RN12471,1,sí,Madrid,Explicación: esta es la respuesta correcta.
PN1247,12,Sociología,52,Estructura Social,1,¿Cuál es la capital de Estructura Social?,RN12472,2,no,Paris,Explicación: esta respuesta es incorrecta.
PN1247,12,Sociología,52,Estructura Social,1,¿Cuál es la capital de Estructura Social?,RN12473,3,no,London,Explicación: esta respuesta es incorrecta.
PN1247,12,Sociología,52,Estructura Social,1,¿Cuál es la capital de Estructura Social?,RN12474,4,no,Berlin,Explicación: esta respuesta es incorrecta.
PN1248,12,Sociología,52,Estructura Social,2,¿Qué río es el más largo de Estructura Social?,RN12481,1,sí,Amazonas,Explicación: esta es la respuesta correcta.
